,username,messageID,timestamp,original,neutral
42,BU03,17,2024-06-27T08:29:01.885Z,"Not so much. Maybe short videos but I cannot watch it for an entire hour, for example","I cannot watch it for an entire hour, but maybe short videos."
43,BU03,10,2024-06-27T08:24:36.403Z,"Haha, no. I don't follow sport. What about you? Any fav sport person?",I do not follow sports. Do you have a favorite sportsperson?
44,BU03,9,2024-06-27T08:23:51.545Z,I moved a lot in the last years and it's difficult to set a new routine,"I have moved frequently in recent years, making it difficult to establish a new routine."
45,BU03,26,2024-06-27T08:34:37.880Z,"I like gymnastic, climbing, in general solo sports, what about you?","I like gymnastics and climbing, generally solo sports. What about you?"
46,BU03,5,2024-06-27T08:21:54.924Z,I don't like them a lot. I'm not the best at playing in teams.,I dislike them. I am not good at playing in teams.
47,BU03,28,2024-06-27T08:36:04.179Z,"so it's not something to do during the winter, I see",It is not something to do during the winter.
48,BU03,53,2024-06-27T08:47:35.347Z,"So maybe you don't like them anymore, after all...",You may not like them anymore.
49,BU03,36,2024-06-27T08:40:43.100Z,"Beside that, we had the two hours, but it was mostly running around or doing some exercise, and we changed sport every few weeks","We had two hours, mostly spent running around or doing some exercise, and we changed sports every few weeks."
50,BU03,29,2024-06-27T08:36:34.209Z,"That you have less interaction with people. And in general you move your body ""more""",You have less interaction with people and generally move your body more.
51,BU03,19,2024-06-27T08:30:42.739Z,"haha, probably not. But I'm going to watch some reels of them ","I am not sure, but I am going to watch some videos of them."
52,BU03,13,2024-06-27T08:26:34.401Z,"Well, I like gymnastic and horse riding, what about you?",I like gymnastics and horse riding. Do you?
53,BU03,3,2024-06-27T08:19:26.539Z,"Not really, I don't have so much time. What do you like of team sports?",I do not have much time. What do you like about team sports?
54,BU03,34,2024-06-27T08:39:33.018Z,That makes sense; we had ultimate Frisbie at school. they made it mandatory for about a month,That makes sense; we had ultimate Frisbee at school. They made it mandatory for about a month.
55,BU03,59,2024-06-27T08:50:13.297Z,"Yeah, but I cannot believe a cat likes team games",I cannot believe a cat likes team games.
56,BU03,1,2024-06-27T08:18:38.085Z,"I like doing some gym, and taking long walks.",I enjoy exercising at the gym and taking long walks.
57,BU03,23,2024-06-27T08:33:01.766Z,What would help you go back to the previous routine?,What would assist you in returning to the previous routine?
58,BU03,41,2024-06-27T08:43:53.161Z,"I mean, dreamy sloth just said they don't like sport...",Dreamy Sloth said they do not like sport.
59,BU03,18,2024-06-27T08:29:21.463Z,And are you practising any of them at the moment?,Are you practicing any of them at the moment?
60,BU04,32,2024-06-27T08:32:45.061Z,You can still learn those sports,You can still learn those sports.
61,BU04,31,2024-06-27T08:32:01.917Z,would you do the sports if you had the skills?,Would you participate in sports if you had the skills?
62,BU04,27,2024-06-27T08:30:54.792Z,That sounds fun. In high school we mainly did gym,"That sounds enjoyable. In high school, we primarily participated in physical education."
63,BU04,57,2024-06-27T08:40:04.872Z,"I used to, but now 5 to 5 or 7 to 7 on small field or indoor","I used to, but now I play from 5 to 5 or 7 to 7 on a small field or indoors."
64,BU04,16,2024-06-27T08:26:27.057Z,I mostly like teamsports like football,I like team sports such as football.
65,BU04,61,2024-06-27T08:41:28.529Z,real field football can be very phyiscal,Real field football can be very physical.
66,BU04,45,2024-06-27T08:36:18.328Z,you should at least know the rules,You should know the rules.
67,BU04,5,2024-06-27T08:20:41.765Z,I find it hard to motivate for individual sports,I find it difficult to motivate myself for individual sports.
68,BU04,56,2024-06-27T08:39:19.375Z,I play football at least once a week,I play football once a week.
69,BU04,87,2024-06-27T08:48:02.303Z,but it says you like like sports,It says you like sports.
70,BU04,99,2024-06-27T08:49:37.505Z,I still think it is dog,I still think it is a dog.
71,BU04,66,2024-06-27T08:42:30.631Z,so we all like sports haha,We all like sports.
72,BU04,59,2024-06-27T08:40:57.756Z,it is more technical so less slidings,"It is more technical, so there are fewer errors."
73,BU04,11,2024-06-27T08:24:14.795Z,Do you have a favorite sports person?,Do you have a favorite athlete?
74,BU04,43,2024-06-27T08:35:36.579Z,Do you do many sports at the same time?,Do you participate in multiple sports simultaneously?
75,BU04,78,2024-06-27T08:45:02.128Z,I think Bouncy dog is the imposter,Bouncy dog is the imposter.
76,BU04,52,2024-06-27T08:37:57.805Z,what do you do in the gym?,What do you do in the gym?
77,BU04,21,2024-06-27T08:28:35.816Z,Chess can be considered a sports according to some haha,Chess can be considered a sport according to some.
78,BU04,58,2024-06-27T08:40:38.241Z,That is not the reason,That is not the reason.
79,BU04,1,2024-06-27T08:18:15.707Z,What sports do you like?,Which sports do you like?
80,BU05,30,2024-06-28T09:32:26.258Z,hahaha well I found out who the previous player was,I found out who the previous player was.
81,BU05,61,2024-06-28T09:44:10.989Z,and I wear a helmet and other protection,I wear a helmet and other protection.
82,BU05,60,2024-06-28T09:44:03.934Z,hahahaha I like muscle pain honestly,I like muscle pain.
83,BU05,29,2024-06-28T09:32:04.175Z,of course that's a sport! takes coordination ,That is a sport that requires coordination.
84,BU05,26,2024-06-28T09:30:35.538Z,I like to run (only in summer) and skating,I like to run in summer and skate.
85,BU05,56,2024-06-28T09:42:41.248Z,uhm yeah it scares me too as I get older,It scares me as I get older.
86,BU05,64,2024-06-28T09:44:55.759Z,well sphagetti legs are a thing,Spaghetti legs exist.
87,BU05,5,2024-06-28T09:23:19.951Z,Also it helps to maintain my sanity haha,It also helps to maintain my sanity.
88,BU05,28,2024-06-28T09:31:26.615Z,did you by any chance hurt your knee?,Did you hurt your knee?
89,BU05,113,2024-06-28T09:51:49.274Z,but why do you dislike it so much,Why do you dislike it so much?
90,BU05,47,2024-06-28T09:38:51.628Z,what do you not like about it,What do you dislike about it?
91,BU05,38,2024-06-28T09:36:02.537Z,"outdoors, inline and in winter ice skating but as I get older I start to be more afraid to fall on the ice","I enjoy outdoor, inline, and winter ice skating, but as I get older, I become more afraid of falling on the ice."
92,BU05,11,2024-06-28T09:25:05.939Z,In what city do you live,In which city do you live?
93,BU05,122,2024-06-28T09:53:46.745Z,and then you don't watch sports series?,Do you not watch sports series?
94,BU05,59,2024-06-28T09:43:42.347Z,"If you would have to choose, never watching EK anymore or never having to do sports anymore","If you had to choose, never watching EK again or never doing sports again."
95,BU05,16,2024-06-28T09:26:51.711Z,"Nice, outdoors? I can imagine that's nice when the weather is good",It is nice outdoors when the weather is good.
96,BU05,53,2024-06-28T09:41:36.322Z,yeah I like skating and running atm,I like skating and running at the moment.
97,BU05,86,2024-06-28T09:48:14.019Z,I think the bouncy dog is a team player,The dog is a team player.
98,BU05,40,2024-06-28T09:37:24.227Z,"They have a big skating path close to rotterdam, so you can go tourin","There is a large skating path near Rotterdam, so you can go touring."
99,BU05,83,2024-06-28T09:47:24.045Z,HAHAHA the sloth likes to hang in there but before that also to climb,The sloth likes to hang in there but also to climb.
100,BU06,160,2024-06-28T09:51:37.511Z,i am just telling my truth,I am stating the facts.
101,BU06,169,2024-06-28T09:52:19.017Z,i can't believe EVERYONE likes sports,I can't believe everyone likes sports.
102,BU06,75,2024-06-28T09:42:55.588Z,i had to google inline skating hahha,I had to search for inline skating.
103,BU06,142,2024-06-28T09:50:37.895Z,i think we shared 2 bottles with the whole table,We shared two bottles with the whole table.
104,BU06,53,2024-06-28T09:37:17.597Z,i think in these casesI do root for my own country a bit more than the rest,"In these cases, I support my own country more than others."
105,BU06,62,2024-06-28T09:39:00.649Z,i think it's very tiring hahahha,I think it is very tiring.
106,BU06,10,2024-06-28T09:25:31.188Z,Then I don't think I have found mine,I have not found mine.
107,BU06,80,2024-06-28T09:44:08.633Z,then i'll never do sports anymore,I will never do sports again.
108,BU06,63,2024-06-28T09:39:08.949Z,and i'm also just not that good at it,I am also not very good at it.
109,BU06,97,2024-06-28T09:46:39.328Z,I think the name is irrelevant,The name is irrelevant.
110,BU06,7,2024-06-28T09:24:11.443Z,I have tried so many sports,I have tried many sports.
111,BU06,68,2024-06-28T09:40:23.385Z,to be honest i watch the EK right now sometimes because other people are watching it,I watch the EK sometimes because other people are watching it.
112,BU06,33,2024-06-28T09:32:27.582Z,and I just get sore muscles the next day,I get sore muscles the next day.
113,BU06,71,2024-06-28T09:40:56.979Z,do you have a favorite team,Do you have a favorite team?
114,BU06,187,2024-06-28T09:54:01.405Z,i also think those are boring,I think those are boring.
115,BU06,42,2024-06-28T09:34:31.367Z,I also think i don't really like it because i'm not really good at it,I do not like it because I am not good at it.
116,BU06,23,2024-06-28T09:29:12.134Z,when I was younger I tried a lot of different sports,"When I was younger, I tried many different sports."
117,BU06,115,2024-06-28T09:48:12.453Z,I think the sloth is lying,The sloth is lying.
118,BU06,69,2024-06-28T09:40:40.832Z,but if it's just me I don't watch sports,I do not watch sports.
119,BU06,19,2024-06-28T09:28:16.550Z,I pay for a gym membership,I pay for a gym membership.
120,BU07,34,2024-06-28T09:40:46.037Z,"Now I don't do dancing so much anymore, but mostly yoga - every other day, and the other days I run ","I no longer dance frequently, but I mostly practice yoga every other day, and on the other days, I run."
121,BU07,26,2024-06-28T09:36:43.642Z,Oh so all the kinds! And what is your favorite?,What is your favorite?
122,BU07,23,2024-06-28T09:35:13.873Z,"I noticed that when I'm doing sports I'm so much in the moment, I don't really pay attention to how I feel ","When engaging in sports, I am fully present and do not pay attention to my feelings."
123,BU07,17,2024-06-28T09:31:40.180Z,"I love classical or modern dacing. Some poeple don't think of it as sports, but I think it takes a lot of physical effort and practice ","I love classical or modern dancing. Some people don't think of it as a sport, but I think it takes a lot of physical effort and practice."
124,BU07,3,2024-06-28T09:24:00.431Z,What kinds of sports do you do/have you done?,What kinds of sports do you participate in or have you participated in?
125,BU07,36,2024-06-28T09:42:26.362Z,That's really nice I think. How do you feel about running during the summer? ,That is nice. How do you feel about running during the summer?
126,BU07,33,2024-06-28T09:40:20.353Z,"That's nice! I also recently got into running, and I'm really like it. ",I recently started running and I like it.
127,BU07,54,2024-06-28T09:48:57.365Z,"but you did say that the social aspect was nice, Bouncy Dog ",You mentioned that the social aspect was nice.
128,BU07,60,2024-06-28T09:54:35.065Z,Exactly wht sports make you feel strassed and tired?,Which sports make you feel stressed and tired?
129,BU07,39,2024-06-28T09:43:58.721Z,"I am in the summer, but as the days get shorter, I prefer to go out later","I am in the summer, but as the days get shorter, I prefer to go out later."
130,BU07,37,2024-06-28T09:42:42.357Z,Vinyasa! I like the fast flow. Do you know it?,I like the fast flow of Vinyasa. Are you familiar with it?
131,BU07,20,2024-06-28T09:33:00.478Z,now you only need to find out who the impostor is ;) ,Now you only need to find out who the impostor is.
132,BU07,15,2024-06-28T09:30:13.997Z,"I have many favorite sports, but my most favorite is dancing. What about you?","I have many favorite sports, but my most favorite is dancing."
133,BU07,9,2024-06-28T09:27:22.038Z,but I understand that sporting can feel exhausting and overwhelming sometimes,I understand that sports can feel exhausting and overwhelming sometimes.
134,BU07,4,2024-06-28T09:25:02.386Z,"I also don't like all types of sports, but there are many types that I love","I do not like all types of sports, but there are many types that I love."
135,BU07,1,2024-06-28T09:21:57.222Z,"I see that you don't like sports, why is that?",Why do you not like sports?
136,BU07,6,2024-06-28T09:25:40.036Z,I like team sports and my favorite part is that you can work together for something really important to everyone ,"I like team sports, and my favorite part is that you can work together for something important to everyone."
137,BU07,2,2024-06-28T09:23:14.962Z,I think that's part of the fun! In the end I feel so good that I accomplished a workout,"That is part of the fun. In the end, I feel good that I accomplished a workout."
138,BU07,10,2024-06-28T09:27:46.152Z,"Now, I'm currently just doing some fitness and sometimes yoga, although I'm not sure if it's really a sport","I am currently doing fitness and sometimes yoga, although I am not sure if it is really a sport."
139,BU07,40,2024-06-28T09:44:34.815Z,"It's more about the flow, so it's really dynamic. There's also music sometimes :) ","It is more about the flow, so it is really dynamic. There is also music sometimes."
140,BU08,2,2024-06-28T09:22:03.120Z,"also good, a bit tired but coffee helps","I am a bit tired, but coffee helps."
141,BU08,66,2024-06-28T09:44:55.051Z,But also really good to keep your head free i can imagine,"It is also good to keep your mind clear, I can imagine."
142,BU08,74,2024-06-28T09:46:18.961Z,a bouncy dog that does not like sports??,A lively dog that does not like sports.
143,BU08,15,2024-06-28T09:25:45.534Z,thats pretty nice as well! a rotterdam lake?,That is nice as well. A lake in Rotterdam?
144,BU08,92,2024-06-28T09:48:53.803Z,so you dont like football at all dog?,So you do not like football at all?
145,BU08,32,2024-06-28T09:31:07.077Z,"right now, i just like to go running a bit in the evening outside:) but also started a bit of tennis recently...",I like to go running in the evening outside and have also started playing tennis recently.
146,BU08,35,2024-06-28T09:32:27.873Z,but did you ever tried some sports and actually liked it?,Have you ever tried any sports and liked it?
147,BU08,3,2024-06-28T09:22:18.342Z,"so you are a sloth, but you like sports?","You are a sloth, but you like sports?"
148,BU08,51,2024-06-28T09:38:07.958Z,"a bit tired, but the coffee starts working ;-) ","I am a bit tired, but the coffee is starting to work."
149,BU08,80,2024-06-28T09:46:50.289Z,what do you have to say to defend yourself?,What do you have to say to defend yourself?
150,BU08,64,2024-06-28T09:44:01.138Z,I did a class once. But this was a bit different... i forgot the name though,"I attended a class once, but it was a bit different. I forgot the name, though."
151,BU08,9,2024-06-28T09:24:18.709Z,"I also like running in the forrest, keeps the head free",I like running in the forest because it keeps my mind clear.
152,BU08,65,2024-06-28T09:44:25.417Z,Seems like your are an early bird! thats nice,It appears that you are an early riser. That is nice.
153,BU08,42,2024-06-28T09:34:32.013Z,but true... i hear sports can be quite dangerous. you can even hurt your knee and such things ;-) ,Sports can be quite dangerous. You can even hurt your knee and similar injuries.
154,BU08,67,2024-06-28T09:45:24.395Z,"I guess, I mostly like the feeling afterwards... :-) And actually i like ebing outside with some good musci",I mostly like the feeling afterwards. I also like being outside with some good music.
155,BU08,11,2024-06-28T09:24:54.479Z,"Yes, not a real forrest. But well its a little patch of green","It is not a real forest, but it is a small patch of green."
156,BU08,17,2024-06-28T09:26:29.336Z,"I just started last year, so super new to it (thats why i am still a noobie). But yes, i try to play regularly","I started last year, so I am new to it. I try to play regularly."
157,BU08,31,2024-06-28T09:30:40.515Z,keeps my head clear a bit of all the working stuff;),It helps me clear my mind of work-related matters.
158,BU08,104,2024-06-28T09:51:51.242Z,No shame in being an impsoter. this is a safe space,There is no shame in being an imposter. This is a safe space.
159,BU08,61,2024-06-28T09:43:11.660Z,And probably I am a bit too late in the morning ahah,I am likely late in the morning.
