,username,messageID,timestamp,original,neutral
26,BU03,10,2024-06-27T08:24:36.403Z,"Haha, no. I don't follow sport. What about you? Any fav sport person?",I do not follow sports. Do you have a favorite sportsperson?
27,BU02,17,2024-06-27T08:24:53.973Z,well at least you don't fall from high up really ,At least you do not fall from a high place.
28,BU01,17,2024-06-27T08:24:56.082Z,Im too clumsy and will definitely fall,I am clumsy and will fall.
29,BU01,18,2024-06-27T08:25:20.141Z,I will probably still manage to break a leg falling from 1 m somehow,I will still manage to break a leg falling from 1 meter.
30,BU02,18,2024-06-27T08:25:24.232Z,that's just part of the process I guess hahah,That is just part of the process.
31,BU04,13,2024-06-27T08:25:28.379Z,My favorite sports person changes from year to year,My favorite athlete changes annually.
32,BU02,20,2024-06-27T08:25:38.667Z,but can also happen with walking hahah,but can also happen with walking.
33,BU04,14,2024-06-27T08:25:39.545Z,What kind of gym did you do?,What type of exercise did you perform?
34,BU04,16,2024-06-27T08:26:27.057Z,I mostly like teamsports like football,I like team sports such as football.
35,BU03,13,2024-06-27T08:26:34.401Z,"Well, I like gymnastic and horse riding, what about you?",I like gymnastics and horse riding. Do you?
36,BU01,22,2024-06-27T08:26:54.995Z,I am not that big on team/ball sports,I do not have a strong interest in team or ball sports.
37,BU02,24,2024-06-27T08:26:59.179Z,but most of them I haven't even tried 😄,"However, I have not tried most of them."
38,BU02,25,2024-06-27T08:27:16.483Z,I do tend to do more individualistic sports ,I usually participate in individual sports.
39,BU01,23,2024-06-27T08:27:19.475Z,"I mostly like to swim, but that is more recreationally than a sport for me","I like to swim, but it is more recreational than a sport for me."
40,BU02,26,2024-06-27T08:27:25.419Z,but I like watching group sports as well,I like watching group sports as well.
41,BU01,24,2024-06-27T08:27:42.477Z,I am very clumsy so I have given up sports tbh,"I am very clumsy, so I have given up sports."
42,BU02,27,2024-06-27T08:27:50.515Z,"like football for example, now in the euros ","For example, football is now in the Euros."
43,BU02,28,2024-06-27T08:28:09.062Z,you don't like watching sports? not even gymnastics?,"Do you not like watching sports, not even gymnastics?"
44,BU01,25,2024-06-27T08:28:11.654Z,I used to play chess though if that counts ,I used to play chess if that counts.
45,BU04,20,2024-06-27T08:28:22.084Z,Swimming is also a kind od sports,Swimming is also a kind of sport.
46,BU04,21,2024-06-27T08:28:35.816Z,Chess can be considered a sports according to some haha,Chess can be considered a sport according to some.
47,BU01,26,2024-06-27T08:28:36.388Z,I mean if you float in  a lake is it sport? ,Is floating in a lake considered a sport?
48,BU02,29,2024-06-27T08:28:39.915Z,"I like all athletic sports, climbing, skating, etc","I like all athletic sports, such as climbing and skating."
49,BU01,27,2024-06-27T08:29:00.523Z,What do you like about playing football?,What do you like about playing football?
50,BU03,17,2024-06-27T08:29:01.885Z,"Not so much. Maybe short videos but I cannot watch it for an entire hour, for example","I cannot watch it for an entire hour, but maybe short videos."
51,BU04,23,2024-06-27T08:29:16.907Z,I like playing with others and the competition,I enjoy playing with others and the competition.
52,BU03,18,2024-06-27T08:29:21.463Z,And are you practising any of them at the moment?,Are you practicing any of them at the moment?
53,BU01,28,2024-06-27T08:29:33.457Z,Do you also like to watch games?,Do you like to watch games?
54,BU02,31,2024-06-27T08:29:34.971Z,so I'm guessing you will not watch the full olympic games now? 😆,Will you watch the full Olympic Games now?
55,BU04,24,2024-06-27T08:29:40.295Z,Did you do any teamsports when you were younger?,Did you participate in any team sports when you were younger?
56,BU01,29,2024-06-27T08:29:54.892Z,I mean the mandatory ones in high school,The mandatory ones in high school.
57,BU02,32,2024-06-27T08:29:56.650Z,"I'm not doing anything actively, but every now and then ","I am not doing anything actively, but occasionally."
58,BU04,26,2024-06-27T08:30:20.625Z,You stopped right after high school?,Did you stop after high school?
59,BU02,33,2024-06-27T08:30:31.123Z,"I've passed the age of organized sporting, now it's just a hobby here and then ",I am no longer involved in organized sports; now it is just an occasional hobby.
60,BU01,31,2024-06-27T08:30:31.979Z,"but I was really bad at them, the only goal I made during basketball in three years was in my own net ","I was not good at basketball, and the only goal I made in three years was in my own net."
61,BU03,19,2024-06-27T08:30:42.739Z,"haha, probably not. But I'm going to watch some reels of them ","I am not sure, but I am going to watch some videos of them."
62,BU02,34,2024-06-27T08:30:47.462Z,but I miss the times when it was part of my routine ,I miss the times when it was part of my routine.
63,BU01,32,2024-06-27T08:30:48.597Z,"But never outside school, I just did chess",I only played chess at school.
64,BU04,27,2024-06-27T08:30:54.792Z,That sounds fun. In high school we mainly did gym,"That sounds enjoyable. In high school, we primarily participated in physical education."
65,BU01,33,2024-06-27T08:31:17.438Z,That sounds way better than ball sports to me hahaha,That sounds much better than ball sports to me.
66,BU03,21,2024-06-27T08:31:26.041Z,Why aren't they part of your routine anymore?,Why are they not part of your routine anymore?
67,BU01,34,2024-06-27T08:31:27.221Z,No one ever wanted my on the team :c,No one ever wanted me on the team.
68,BU04,28,2024-06-27T08:31:32.763Z,You could still try that out,You could still attempt that.
69,BU02,35,2024-06-27T08:31:37.634Z,"and I miss the feeling of having a group in sports, and having those friendships ",I miss the feeling of being part of a sports group and having those friendships.
70,BU04,30,2024-06-27T08:31:52.282Z,sports should be fun no matter the skill,Sports should be enjoyable regardless of skill level.
71,BU04,31,2024-06-27T08:32:01.917Z,would you do the sports if you had the skills?,Would you participate in sports if you had the skills?
72,BU01,35,2024-06-27T08:32:23.093Z,If I had the skills I think I would like to do climbing or martial arts,"If I had the skills, I would like to do climbing or martial arts."
73,BU02,38,2024-06-27T08:32:24.797Z,when your parents aren't driving you to practice anymore hahah,When your parents are not driving you to practice anymore.
74,BU04,32,2024-06-27T08:32:45.061Z,You can still learn those sports,You can still learn those sports.
75,BU01,36,2024-06-27T08:32:45.928Z,But definitely not a team sport hahaha,It is not a team sport.
76,BU04,33,2024-06-27T08:32:52.863Z,as long as it is enjoyable,if it is enjoyable
77,BU03,23,2024-06-27T08:33:01.766Z,What would help you go back to the previous routine?,What would assist you in returning to the previous routine?
78,BU01,38,2024-06-27T08:33:16.263Z,Sounds difficult to learn at this age I don't know,It seems challenging to learn at this age.
79,BU04,34,2024-06-27T08:33:21.668Z,what do you like about climbing?,What do you like about climbing?
80,BU01,39,2024-06-27T08:33:38.948Z,"Not really the moving part, more the being out in nature part","It is not really the moving part, but more the being out in nature part."
81,BU02,40,2024-06-27T08:33:40.819Z,"hmmm, I don't know if I would like the same routine, but some of it yes... cause now I also fear obligations 🤣","I am unsure if I would like the same routine, but I would like some of it because I now also fear obligations."
82,BU01,42,2024-06-27T08:34:15.756Z,What sports do you like to play?,Which sports do you enjoy playing?
84,BU03,26,2024-06-27T08:34:37.880Z,"I like gymnastic, climbing, in general solo sports, what about you?","I like gymnastics and climbing, generally solo sports. What about you?"
85,BU01,43,2024-06-27T08:34:58.113Z,"I don't really like sports tbh, but I like to swim","I do not like sports, but I like to swim."
86,BU02,46,2024-06-27T08:34:59.154Z,do you work well in a team?,Do you work well in a team?
87,BU04,40,2024-06-27T08:35:03.200Z,Could you give some examples?,Can you provide some examples?
88,BU01,44,2024-06-27T08:35:09.280Z,Although I think I do more floating than swimming,I do more floating than swimming.
89,BU04,42,2024-06-27T08:35:22.140Z,with some people better than others haha,Some people are better than others.
90,BU04,43,2024-06-27T08:35:36.579Z,Do you do many sports at the same time?,Do you participate in multiple sports simultaneously?
91,BU01,45,2024-06-27T08:35:37.370Z,That it is cooling when it is hot :'),It is cooling when it is hot.
92,BU02,47,2024-06-27T08:35:48.234Z,"I would say I like all sports except for those I am not at all familiar with like american football, cricket, korbal etc.","I like all sports except for those I am not familiar with, such as American football, cricket, and korfball."
93,BU01,46,2024-06-27T08:35:52.700Z,What do you like about solo sports vs. team sports?,What are the differences between solo sports and team sports?
94,BU03,28,2024-06-27T08:36:04.179Z,"so it's not something to do during the winter, I see",It is not something to do during the winter.
95,BU04,45,2024-06-27T08:36:18.328Z,you should at least know the rules,You should know the rules.
96,BU03,29,2024-06-27T08:36:34.209Z,"That you have less interaction with people. And in general you move your body ""more""",You have less interaction with people and generally move your body more.
97,BU02,49,2024-06-27T08:36:35.090Z,I am not as active now as I used to be ,I am less active now than I was before.
98,BU04,47,2024-06-27T08:36:35.254Z,do you play any sports now regularly?,Do you play any sports regularly?
99,BU04,48,2024-06-27T08:37:09.649Z,But you do a sport right?,Do you play a sport?
100,BU01,49,2024-06-27T08:37:10.527Z,I was always bad at team/ball sports in high schoo;,I was always bad at team and ball sports in high school.
101,BU02,51,2024-06-27T08:37:10.562Z,"but I used to do gymnastics, climbing, diving, dancing ","I used to do gymnastics, climbing, diving, and dancing."
102,BU01,50,2024-06-27T08:37:22.963Z,"Yeah so mandatory hockey, football, basketball and softball","Mandatory hockey, football, basketball, and softball."
103,BU01,51,2024-06-27T08:37:31.671Z,but I sucked at all of them,"However, I was not good at any of them."
104,BU02,52,2024-06-27T08:37:39.122Z,"currently I am not part of a sport club, but I mostly go to the gym ","I am not part of a sport club, but I go to the gym."
105,BU01,52,2024-06-27T08:37:50.819Z,Only goal I ever scored in basketball was an slef goal,The only goal I ever scored in basketball was a self-goal.
106,BU04,52,2024-06-27T08:37:57.805Z,what do you do in the gym?,What do you do in the gym?
107,BU02,53,2024-06-27T08:37:59.666Z,"yeah, it was easier to keep up with the routine when I was in high school or university ",It was easier to keep up with the routine when I was in high school or university.
108,BU02,54,2024-06-27T08:38:05.402Z,now it is much harder for me ,It is now much harder for me.
109,BU01,55,2024-06-27T08:38:09.193Z,worst 2 hours in the school week for me,The worst two hours of the school week for me.
110,BU01,56,2024-06-27T08:38:16.170Z,no one ever wanted me on the team,No one ever wanted me on the team.
111,BU04,53,2024-06-27T08:38:19.854Z,same here but you need to make time,You need to make time.
112,BU04,54,2024-06-27T08:38:38.348Z,how many times a week?,How many times a week?
113,BU02,57,2024-06-27T08:38:41.970Z,"yeah, I do miss having that routine and a team waiting for me ",I miss having that routine and a team waiting for me.
114,BU01,57,2024-06-27T08:38:44.715Z,Because then you keep all the children busy at the same time I suppose,Because then you keep all the children busy at the same time.
115,BU01,58,2024-06-27T08:39:10.286Z,Did you not have mandatory sports in high school?,Did you have mandatory sports in high school?
116,BU04,56,2024-06-27T08:39:19.375Z,I play football at least once a week,I play football once a week.
117,BU03,34,2024-06-27T08:39:33.018Z,That makes sense; we had ultimate Frisbie at school. they made it mandatory for about a month,That makes sense; we had ultimate Frisbee at school. They made it mandatory for about a month.
118,BU04,57,2024-06-27T08:40:04.872Z,"I used to, but now 5 to 5 or 7 to 7 on small field or indoor","I used to, but now I play from 5 to 5 or 7 to 7 on a small field or indoors."
119,BU02,64,2024-06-27T08:40:25.418Z,"yeah, it's also hard to find 22 people each time I would imagine hahah ","It is also difficult to find 22 people each time, I would imagine."
120,BU03,35,2024-06-27T08:40:35.627Z,"Yes, that's a group sport that I liked",That is a group sport that I liked.
121,BU04,58,2024-06-27T08:40:38.241Z,That is not the reason,That is not the reason.
122,BU03,36,2024-06-27T08:40:43.100Z,"Beside that, we had the two hours, but it was mostly running around or doing some exercise, and we changed sport every few weeks","We had two hours, mostly spent running around or doing some exercise, and we changed sports every few weeks."
123,BU04,59,2024-06-27T08:40:57.756Z,it is more technical so less slidings,"It is more technical, so there are fewer errors."
124,BU04,61,2024-06-27T08:41:28.529Z,real field football can be very phyiscal,Real field football can be very physical.
125,BU02,67,2024-06-27T08:41:42.521Z,"speaking of injuries, did you watch the Turkey-Chechia game last night? hahaha",Did you watch the Turkey-Czechia game last night?
126,BU04,62,2024-06-27T08:41:50.918Z,especially less skilled players compensate with bad slidings,Less skilled players compensate with poor sliding.
127,BU04,66,2024-06-27T08:42:30.631Z,so we all like sports haha,We all like sports.
130,BU01,71,2024-06-27T08:42:58.098Z,Hmm I don't really like sports though 🫥,I do not like sports.
135,BU02,74,2024-06-27T08:43:03.201Z,Fluffy cat said they don't really like watching sports,The cat said they do not like watching sports.
140,BU03,41,2024-06-27T08:43:53.161Z,"I mean, dreamy sloth just said they don't like sport...",Dreamy Sloth said they do not like sport.
145,BU01,89,2024-06-27T08:44:28.878Z,I don't like team sports and ball sports,I dislike team sports and ball sports.
150,BU02,83,2024-06-27T08:44:58.761Z,is there any sport that you like? ,Do you like any sport?
153,BU04,78,2024-06-27T08:45:02.128Z,I think Bouncy dog is the imposter,Bouncy dog is the imposter.
158,BU01,95,2024-06-27T08:45:05.721Z,I don't think I have ever hidden my dislike for physical exercise with anyone,I have never hidden my dislike for physical exercise.
163,BU01,101,2024-06-27T08:45:39.766Z,"They said they liked to play sports, but didn't seem enthousiastic talking about it","They mentioned they liked to play sports, but did not seem enthusiastic when talking about it."
172,BU01,107,2024-06-27T08:45:58.874Z,I can sense a fellow sport hater ,I can recognize someone who dislikes sports.
177,BU02,86,2024-06-27T08:46:09.938Z,well I am sure no one thinks of me as the imposter ,I am sure no one thinks of me as the imposter.
182,BU01,113,2024-06-27T08:46:27.289Z,Too many sport experiences to not like it,There are too many sports experiences to dislike it.
191,BU02,89,2024-06-27T08:47:13.881Z,Even though sport has caused a lot of pain in my life ,Sport has caused a lot of pain in my life.
196,BU03,53,2024-06-27T08:47:35.347Z,"So maybe you don't like them anymore, after all...",You may not like them anymore.
205,BU01,116,2024-06-27T08:47:35.651Z,Hence why I don't like it :v,That is why I do not like it.
210,BU04,87,2024-06-27T08:48:02.303Z,but it says you like like sports,It says you like sports.
219,BU02,98,2024-06-27T08:48:08.953Z,"well, it's like a toxic relationship..... I keep getting hurt and still come back ",It is a harmful relationship where I keep getting hurt but still return.
224,BU01,119,2024-06-27T08:48:16.044Z,No I am not convinced that they don't like sports,I am not convinced that they do not like sports.
229,BU02,101,2024-06-27T08:48:20.137Z,maybe I just need a better therapist? ,I may need a better therapist.
234,BU01,128,2024-06-27T08:49:02.434Z,But let's return to the matter at hand,Let us return to the matter at hand.
239,BU01,131,2024-06-27T08:49:10.428Z,I don't think panda is the imposter,Panda is not the imposter.
244,BU01,134,2024-06-27T08:49:19.576Z,But I am not convinced on Dog,I am not convinced about the dog.
247,BU04,99,2024-06-27T08:49:37.505Z,I still think it is dog,I still think it is a dog.
252,BU02,113,2024-06-27T08:49:56.849Z,but cats are the most sporty of all ,Cats are the most athletic of all.
257,BU02,116,2024-06-27T08:50:06.864Z,so I have no doubt cat is a sport lover ,I have no doubt that the cat is a sport lover.
262,BU03,59,2024-06-27T08:50:13.297Z,"Yeah, but I cannot believe a cat likes team games",I cannot believe a cat likes team games.
267,BU01,137,2024-06-27T08:50:18.356Z,"I also think it is Dog, Cat was trying a lot to convince me sports are nice ",I think it is Dog. Cat was trying to convince me that sports are nice.
272,BU02,137,2024-06-27T08:51:53.352Z,don't have a bad bone in their fluffy body ,They do not have any bad intentions.
277,BU07,1,2024-06-28T09:21:57.222Z,"I see that you don't like sports, why is that?",Why do you not like sports?
278,BU08,2,2024-06-28T09:22:03.120Z,"also good, a bit tired but coffee helps","I am a bit tired, but coffee helps."
279,BU08,3,2024-06-28T09:22:18.342Z,"so you are a sloth, but you like sports?","You are a sloth, but you like sports?"
280,BU07,2,2024-06-28T09:23:14.962Z,I think that's part of the fun! In the end I feel so good that I accomplished a workout,"That is part of the fun. In the end, I feel good that I accomplished a workout."
281,BU05,5,2024-06-28T09:23:19.951Z,Also it helps to maintain my sanity haha,It also helps to maintain my sanity.
282,BU06,4,2024-06-28T09:23:46.819Z,I never really have that feeling,I do not have that feeling.
283,BU08,8,2024-06-28T09:23:52.120Z,"Ow, did you recently hurt your knee by any chance?",Did you recently hurt your knee?
284,BU07,3,2024-06-28T09:24:00.431Z,What kinds of sports do you do/have you done?,What kinds of sports do you participate in or have you participated in?
285,BU06,7,2024-06-28T09:24:11.443Z,I have tried so many sports,I have tried many sports.
286,BU08,9,2024-06-28T09:24:18.709Z,"I also like running in the forrest, keeps the head free",I like running in the forest because it keeps my mind clear.
287,BU06,8,2024-06-28T09:24:20.969Z,but none of them really stuck,"However, none of them were effective."
288,BU08,10,2024-06-28T09:24:32.908Z,And i play a little tennis (but not super good at it),"I play a little tennis, but I am not very good at it."
289,BU05,10,2024-06-28T09:24:34.403Z,Do you have a forest close by?,Is there a forest nearby?
290,BU06,9,2024-06-28T09:24:53.428Z,what is your favorite thing about sports?,What is your favorite aspect of sports?
291,BU08,11,2024-06-28T09:24:54.479Z,"Yes, not a real forrest. But well its a little patch of green","It is not a real forest, but it is a small patch of green."
292,BU07,4,2024-06-28T09:25:02.386Z,"I also don't like all types of sports, but there are many types that I love","I do not like all types of sports, but there are many types that I love."
293,BU05,11,2024-06-28T09:25:05.939Z,In what city do you live,In which city do you live?
294,BU05,12,2024-06-28T09:25:26.855Z,I run around a lake usually,I usually run around a lake.
295,BU06,10,2024-06-28T09:25:31.188Z,Then I don't think I have found mine,I have not found mine.
296,BU07,6,2024-06-28T09:25:40.036Z,I like team sports and my favorite part is that you can work together for something really important to everyone ,"I like team sports, and my favorite part is that you can work together for something important to everyone."
297,BU08,15,2024-06-28T09:25:45.534Z,thats pretty nice as well! a rotterdam lake?,That is nice as well. A lake in Rotterdam?
298,BU06,12,2024-06-28T09:26:00.319Z,so really the social part also,The social part as well.
299,BU08,17,2024-06-28T09:26:29.336Z,"I just started last year, so super new to it (thats why i am still a noobie). But yes, i try to play regularly","I started last year, so I am new to it. I try to play regularly."
300,BU05,16,2024-06-28T09:26:51.711Z,"Nice, outdoors? I can imagine that's nice when the weather is good",It is nice outdoors when the weather is good.
301,BU08,20,2024-06-28T09:27:10.072Z,Yes! And Padel indoors if weather is not that great,Padel can be played indoors if the weather is not good.
302,BU06,16,2024-06-28T09:27:11.973Z,Do you do any sports currently?,Do you participate in any sports currently?
303,BU07,9,2024-06-28T09:27:22.038Z,but I understand that sporting can feel exhausting and overwhelming sometimes,I understand that sports can feel exhausting and overwhelming sometimes.
304,BU08,21,2024-06-28T09:27:30.178Z,Who do you think is going to win? And who is your favorite player`?,Who do you think will win? And who is your favorite player?
305,BU07,10,2024-06-28T09:27:46.152Z,"Now, I'm currently just doing some fitness and sometimes yoga, although I'm not sure if it's really a sport","I am currently doing fitness and sometimes yoga, although I am not sure if it is really a sport."
306,BU06,18,2024-06-28T09:27:58.795Z,"and everyone always says that you feel so good afterwards, but i don't really have that","Everyone always says that you feel good afterwards, but I do not experience that."
307,BU05,20,2024-06-28T09:28:02.301Z,I just like to watch the EK but really don't know much about football tbh,I like to watch the EK but do not know much about football.
308,BU06,19,2024-06-28T09:28:16.550Z,I pay for a gym membership,I pay for a gym membership.
309,BU06,20,2024-06-28T09:28:29.441Z,but I don't go very often,I do not go often.
310,BU05,21,2024-06-28T09:28:52.199Z,"hahaha, if well up to you to decide",It is up to you to decide.
311,BU06,21,2024-06-28T09:28:55.148Z,I don't know if there is a sport htat gives me this feeling,I am unsure if there is a sport that gives me this feeling.
312,BU08,26,2024-06-28T09:29:11.616Z,"Naah, you convinced me sloth... lets try to find the real imposter",You convinced me. Let's try to find the real imposter.
313,BU06,23,2024-06-28T09:29:12.134Z,when I was younger I tried a lot of different sports,"When I was younger, I tried many different sports."
314,BU07,15,2024-06-28T09:30:13.997Z,"I have many favorite sports, but my most favorite is dancing. What about you?","I have many favorite sports, but my most favorite is dancing."
315,BU05,26,2024-06-28T09:30:35.538Z,I like to run (only in summer) and skating,I like to run in summer and skate.
316,BU08,31,2024-06-28T09:30:40.515Z,keeps my head clear a bit of all the working stuff;),It helps me clear my mind of work-related matters.
317,BU07,16,2024-06-28T09:31:04.489Z,Nice! I also like running! But I find the summer way too hot sometimes,"I like running, but I find the summer too hot sometimes."
318,BU08,32,2024-06-28T09:31:07.077Z,"right now, i just like to go running a bit in the evening outside:) but also started a bit of tennis recently...",I like to go running in the evening outside and have also started playing tennis recently.
319,BU05,28,2024-06-28T09:31:26.615Z,did you by any chance hurt your knee?,Did you hurt your knee?
320,BU07,17,2024-06-28T09:31:40.180Z,"I love classical or modern dacing. Some poeple don't think of it as sports, but I think it takes a lot of physical effort and practice ","I love classical or modern dancing. Some people don't think of it as a sport, but I think it takes a lot of physical effort and practice."
321,BU06,32,2024-06-28T09:32:04.070Z,well I think it's always very tiring,It is always very tiring.
322,BU05,29,2024-06-28T09:32:04.175Z,of course that's a sport! takes coordination ,That is a sport that requires coordination.
323,BU05,30,2024-06-28T09:32:26.258Z,hahaha well I found out who the previous player was,I found out who the previous player was.
324,BU06,33,2024-06-28T09:32:27.582Z,and I just get sore muscles the next day,I get sore muscles the next day.
325,BU08,35,2024-06-28T09:32:27.873Z,but did you ever tried some sports and actually liked it?,Have you ever tried any sports and liked it?
326,BU06,36,2024-06-28T09:32:55.060Z,but i didn't really like any of them haha,"However, I did not like any of them."
327,BU07,20,2024-06-28T09:33:00.478Z,now you only need to find out who the impostor is ;) ,Now you only need to find out who the impostor is.
328,BU06,37,2024-06-28T09:33:18.377Z,"I did some hockey, some dancing, gymnastics, even horsebackriding","I participated in hockey, dancing, gymnastics, and horseback riding."
329,BU06,38,2024-06-28T09:33:33.061Z,i don't really watch sports to be honest,I do not watch sports.
330,BU08,39,2024-06-28T09:33:46.217Z,oouh thats quite a variety to be honest,That is quite a variety.
331,BU08,40,2024-06-28T09:34:01.537Z,so yes... you really gave it a try! fair enough,You really gave it a try. Fair enough.
332,BU06,42,2024-06-28T09:34:31.367Z,I also think i don't really like it because i'm not really good at it,I do not like it because I am not good at it.
333,BU08,42,2024-06-28T09:34:32.013Z,but true... i hear sports can be quite dangerous. you can even hurt your knee and such things ;-) ,Sports can be quite dangerous. You can even hurt your knee and similar injuries.
334,BU05,36,2024-06-28T09:34:34.327Z,Do you do a classical dance that is part of your culture at home?,Do you perform a traditional dance from your culture at home?
335,BU06,45,2024-06-28T09:34:56.095Z,do you like to watch sports,Do you like to watch sports?
336,BU06,46,2024-06-28T09:35:06.712Z,and do you have a favorite team you support?,Do you have a favorite team you support?
337,BU08,43,2024-06-28T09:35:07.681Z,Haha. But to be honest. I always enjoy the big football tournament times,I always enjoy the big football tournament times.
338,BU07,23,2024-06-28T09:35:13.873Z,"I noticed that when I'm doing sports I'm so much in the moment, I don't really pay attention to how I feel ","When engaging in sports, I am fully present and do not pay attention to my feelings."
339,BU07,24,2024-06-28T09:35:25.514Z,"I also did that, but my training was more classical as in ballet based","I also did that, but my training was more classical, specifically ballet-based."
340,BU08,44,2024-06-28T09:35:28.490Z,"seems like people are so excited, and all the different cultures celebrate together. I like that feeling","People are excited, and different cultures celebrate together. I like that feeling."
341,BU05,38,2024-06-28T09:36:02.537Z,"outdoors, inline and in winter ice skating but as I get older I start to be more afraid to fall on the ice","I enjoy outdoor, inline, and winter ice skating, but as I get older, I become more afraid of falling on the ice."
342,BU06,50,2024-06-28T09:36:25.444Z,how come they are your favorite?,Why are they your favorite?
343,BU07,26,2024-06-28T09:36:43.642Z,Oh so all the kinds! And what is your favorite?,What is your favorite?
344,BU08,47,2024-06-28T09:36:45.236Z,I like the underdogs. But I even mind a Dutch/German win either,"I like the underdogs, but I do not mind a Dutch or German win either."
345,BU06,52,2024-06-28T09:36:49.849Z,i nsee what you did there hahahah,I see what you did there.
346,BU06,53,2024-06-28T09:37:17.597Z,i think in these casesI do root for my own country a bit more than the rest,"In these cases, I support my own country more than others."
347,BU05,40,2024-06-28T09:37:24.227Z,"They have a big skating path close to rotterdam, so you can go tourin","There is a large skating path near Rotterdam, so you can go touring."
348,BU06,54,2024-06-28T09:37:27.102Z,but i still don't really foloow it,"However, I still do not fully understand it."
349,BU08,51,2024-06-28T09:38:07.958Z,"a bit tired, but the coffee starts working ;-) ","I am a bit tired, but the coffee is starting to work."
350,BU06,59,2024-06-28T09:38:16.482Z,so you say that you like sports,You say that you like sports.
351,BU06,60,2024-06-28T09:38:21.910Z,what about it do you like,What do you like about it?
352,BU08,52,2024-06-28T09:38:26.388Z,So tell me... what is your favorite sport?,What is your favorite sport?
353,BU05,47,2024-06-28T09:38:51.628Z,what do you not like about it,What do you dislike about it?
354,BU06,62,2024-06-28T09:39:00.649Z,i think it's very tiring hahahha,I think it is very tiring.
355,BU06,63,2024-06-28T09:39:08.949Z,and i'm also just not that good at it,I am also not very good at it.
356,BU06,66,2024-06-28T09:39:36.205Z,only if other people are watching it,only if other people are watching
357,BU08,54,2024-06-28T09:39:36.624Z,Well mostly running outside at the moment. Kind of nice to get your head of work things a bit...,I am mostly running outside at the moment. It is nice to take a break from work.
358,BU06,67,2024-06-28T09:39:48.216Z,I prefer a good series on netflix or HBO hahah,I prefer a good series on Netflix or HBO.
359,BU07,33,2024-06-28T09:40:20.353Z,"That's nice! I also recently got into running, and I'm really like it. ",I recently started running and I like it.
360,BU06,68,2024-06-28T09:40:23.385Z,to be honest i watch the EK right now sometimes because other people are watching it,I watch the EK sometimes because other people are watching it.
361,BU06,69,2024-06-28T09:40:40.832Z,but if it's just me I don't watch sports,I do not watch sports.
